province,district,commune,ethny,sex,age,n
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[25, 26)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[26, 27)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[27, 28)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[28, 29)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[29, 30)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[30, 31)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[31, 32)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[32, 33)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[33, 34)",1
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[34, 35)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[35, 36)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[36, 37)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[37, 38)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[38, 39)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[39, 40)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[40, 41)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[41, 42)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[42, 43)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[43, 44)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[44, 45)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[45, 46)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[46, 47)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[47, 48)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[48, 49)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[49, 50)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[50, 51)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[51, 52)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[52, 53)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[53, 54)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[54, 55)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[55, 56)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[56, 57)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[57, 58)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[58, 59)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[59, 60)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[60, 61)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[61, 62)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[62, 63)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[63, 64)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[64, 65)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[65, 66)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[66, 67)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[67, 68)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[68, 69)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[69, 70)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[70, 71)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[71, 72)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[72, 73)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[73, 74)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[74, 75)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[75, 76)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[76, 77)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[77, 78)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[78, 79)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[79, 80)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Mường,female,"[80, Inf)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[0, 1)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[1, 2)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[2, 3)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[3, 4)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[4, 5)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[5, 6)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[6, 7)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[7, 8)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[8, 9)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[9, 10)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[10, 11)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[11, 12)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[12, 13)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[13, 14)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[14, 15)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[15, 16)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[16, 17)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[17, 18)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[18, 19)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[19, 20)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[20, 21)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[21, 22)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[22, 23)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[23, 24)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[24, 25)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[25, 26)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[26, 27)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[27, 28)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[28, 29)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[29, 30)",1
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[30, 31)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[31, 32)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[32, 33)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[33, 34)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[34, 35)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[35, 36)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[36, 37)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[37, 38)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[38, 39)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[39, 40)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[40, 41)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[41, 42)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[42, 43)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[43, 44)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[44, 45)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[45, 46)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[46, 47)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[47, 48)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[48, 49)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[49, 50)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[50, 51)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[51, 52)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[52, 53)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[53, 54)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[54, 55)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[55, 56)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[56, 57)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[57, 58)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[58, 59)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[59, 60)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[60, 61)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[61, 62)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[62, 63)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[63, 64)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[64, 65)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[65, 66)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[66, 67)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[67, 68)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[68, 69)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[69, 70)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[70, 71)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[71, 72)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[72, 73)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[73, 74)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[74, 75)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[75, 76)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[76, 77)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[77, 78)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[78, 79)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[79, 80)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,Nùng,female,"[80, Inf)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[0, 1)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[1, 2)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[2, 3)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[3, 4)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[4, 5)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[5, 6)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[6, 7)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[7, 8)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[8, 9)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[9, 10)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[10, 11)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[11, 12)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[12, 13)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[13, 14)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[14, 15)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[15, 16)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[16, 17)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[17, 18)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[18, 19)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[19, 20)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[20, 21)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[21, 22)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[22, 23)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[23, 24)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[24, 25)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[25, 26)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[26, 27)",1
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[27, 28)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[28, 29)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[29, 30)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[30, 31)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[31, 32)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[32, 33)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[33, 34)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[34, 35)",0
Tỉnh Thái Bình,Huyện Đông Hưng,Xã Mê Linh,RagLai,female,"[35, 36)",0
